27,684
54,320
28,977
55,185
29,1254
56,383
30,1224
57,191
31,517
58,712
32,173
59,217
33,213
60,284
34,99
61,1201
35,344
62,206
36,172
63,658
37,193
64,321
38,568
65,489
39,311
66,1478
40,529
67,1421
41,248
68,1281
42,1005
69,1427
43,1962
70,568
44,1073
71,1841
45,283
72,263
46,1371
73,751
47,89
74,254
48,341
75,631
49,1466
76,93
50,348
77,349
51,528
52,470
53,1086
