CONCEALED CARRY LICENSE VIOLATION,77,1
CRIM SEXUAL ASSAULT,1,462
CRIM SEXUAL ASSAULT,28,633
CRIM SEXUAL ASSAULT,55,49
CRIMINAL DAMAGE,25,38856
CRIMINAL DAMAGE,52,6385
CRIMINAL SEXUAL ASSAULT,14,57
CRIMINAL SEXUAL ASSAULT,41,36
CRIMINAL SEXUAL ASSAULT,68,87
CRIMINAL TRESPASS,1,4203
CRIMINAL TRESPASS,28,9867
CRIMINAL TRESPASS,55,310
DECEPTIVE PRACTICE,6,11725
DECEPTIVE PRACTICE,33,3488
DECEPTIVE PRACTICE,60,1960
GAMBLING,20,13
GAMBLING,47,53
GAMBLING,74,3
HOMICIDE,6,40
HOMICIDE,33,40
HOMICIDE,60,42
HUMAN TRAFFICKING,11,1
HUMAN TRAFFICKING,38,2
INTERFERENCE WITH PUBLIC OFFICER,24,239
INTERFERENCE WITH PUBLIC OFFICER,51,126
INTIMIDATION,18,13
INTIMIDATION,45,24
INTIMIDATION,72,16
KIDNAPPING,22,138
KIDNAPPING,49,199
KIDNAPPING,76,10
LIQUOR LAW VIOLATION,13,51
LIQUOR LAW VIOLATION,40,65
LIQUOR LAW VIOLATION,67,172
MOTOR VEHICLE THEFT,18,1959
MOTOR VEHICLE THEFT,45,1663
MOTOR VEHICLE THEFT,72,919
NARCOTICS,25,92986
NARCOTICS,52,2069
NON-CRIMINAL,16,1
NON-CRIMINAL,43,1
OBSCENITY,1,13
OBSCENITY,28,18
OBSCENITY,55,3
OFFENSE INVOLVING CHILDREN,23,1578
OFFENSE INVOLVING CHILDREN,50,348
OFFENSE INVOLVING CHILDREN,77,349
OTHER NARCOTIC VIOLATION,1,5
OTHER NARCOTIC VIOLATION,28,3
OTHER OFFENSE,22,8029
OTHER OFFENSE,49,11799
OTHER OFFENSE,76,6569
PROSTITUTION,7,345
PROSTITUTION,34,44
PROSTITUTION,61,2205
PUBLIC INDECENCY,11,1
PUBLIC INDECENCY,38,3
PUBLIC INDECENCY,65,3
PUBLIC PEACE VIOLATION,19,1047
PUBLIC PEACE VIOLATION,46,827
PUBLIC PEACE VIOLATION,73,348
ROBBERY,8,6353
ROBBERY,35,2782
ROBBERY,62,946
SEX OFFENSE,23,598
SEX OFFENSE,50,79
SEX OFFENSE,77,325
STALKING,24,110
STALKING,51,34
THEFT,21,15175
THEFT,48,7313
THEFT,75,10613
WEAPONS VIOLATION,8,1585
WEAPONS VIOLATION,35,538
WEAPONS VIOLATION,62,226
ARSON,42,126
ARSON,69,260
ASSAULT,13,993
ASSAULT,40,5229
ASSAULT,67,14415
ASSAULT,634,4
ASSAULT,715,1
ASSAULT,823,5
ASSAULT,931,1
ASSAULT,1012,2
ASSAULT,1633,1
ASSAULT,1822,3
ASSAULT,2011,1
ASSAULT,2524,2
BATTERY,25,87196
BATTERY,52,5663
BATTERY,133,21
BATTERY,214,10
BATTERY,322,12
BATTERY,511,22
BATTERY,835,8
BATTERY,1024,20
BATTERY,1132,30
BATTERY,1213,3
BATTERY,1834,50
BATTERY,1915,4
BATTERY,2023,8
BATTERY,2212,8
BURGLARY,26,3626
BURGLARY,53,7772
CONCEALED CARRY LICENSE VIOLATION,24,4
CONCEALED CARRY LICENSE VIOLATION,51,7
CRIM SEXUAL ASSAULT,2,324
CRIM SEXUAL ASSAULT,29,743
CRIM SEXUAL ASSAULT,56,158
CRIMINAL DAMAGE,26,10182
CRIMINAL DAMAGE,53,14816
CRIMINAL SEXUAL ASSAULT,15,37
CRIMINAL SEXUAL ASSAULT,42,61
CRIMINAL SEXUAL ASSAULT,69,95
CRIMINAL TRESPASS,2,2219
CRIMINAL TRESPASS,29,3826
CRIMINAL TRESPASS,56,1289
DECEPTIVE PRACTICE,7,7729
DECEPTIVE PRACTICE,34,1860
DECEPTIVE PRACTICE,61,3395
GAMBLING,21,29
GAMBLING,48,38
GAMBLING,75,59
HOMICIDE,7,20
HOMICIDE,34,27
HOMICIDE,61,354
HUMAN TRAFFICKING,12,1
INTERFERENCE WITH PUBLIC OFFICER,25,1664
INTERFERENCE WITH PUBLIC OFFICER,52,66
INTIMIDATION,19,121
INTIMIDATION,46,91
INTIMIDATION,73,32
KIDNAPPING,23,156
KIDNAPPING,50,49
KIDNAPPING,77,33
LIQUOR LAW VIOLATION,14,278
LIQUOR LAW VIOLATION,41,27
LIQUOR LAW VIOLATION,68,144
MOTOR VEHICLE THEFT,19,9490
MOTOR VEHICLE THEFT,46,4116
MOTOR VEHICLE THEFT,73,3566
NARCOTICS,26,35643
NARCOTICS,53,11458
NON - CRIMINAL,15,1
NON-CRIMINAL,17,1
NON-CRIMINAL,44,2
NON-CRIMINAL,71,2
OBSCENITY,2,21
OBSCENITY,29,18
OBSCENITY,56,7
OFFENSE INVOLVING CHILDREN,24,771
OFFENSE INVOLVING CHILDREN,51,528
OTHER NARCOTIC VIOLATION,2,1
OTHER OFFENSE,23,11345
OTHER OFFENSE,50,2071
OTHER OFFENSE,77,4807
PROSTITUTION,8,3914
PROSTITUTION,35,76
PROSTITUTION,62,7
PUBLIC PEACE VIOLATION,20,533
PUBLIC PEACE VIOLATION,47,68
PUBLIC PEACE VIOLATION,74,74
ROBBERY,9,113
ROBBERY,36,491
ROBBERY,63,2452
SEX OFFENSE,24,752
SEX OFFENSE,51,117
STALKING,25,127
STALKING,52,24
THEFT,22,43106
THEFT,49,25375
THEFT,76,12648
WEAPONS VIOLATION,9,305
WEAPONS VIOLATION,36,176
WEAPONS VIOLATION,63,1038
ARSON,43,278
ARSON,70,106
ASSAULT,14,4081
ASSAULT,41,2196
ASSAULT,68,13347
ASSAULT,122,1
ASSAULT,824,1
ASSAULT,1013,2
ASSAULT,1121,2
ASSAULT,1634,2
ASSAULT,1823,1
ASSAULT,1931,1
ASSAULT,2012,2
BATTERY,26,24552
BATTERY,53,23581
BATTERY,215,13
BATTERY,323,13
BATTERY,431,14
BATTERY,512,20
BATTERY,1133,27
BATTERY,1214,5
BATTERY,1511,13
BATTERY,2024,2
BATTERY,2213,6
BURGLARY,NULL,32225
BURGLARY,27,3868
BURGLARY,54,1343
CONCEALED CARRY LICENSE VIOLATION,25,24
CONCEALED CARRY LICENSE VIOLATION,52,2
CRIM SEXUAL ASSAULT,3,486
CRIM SEXUAL ASSAULT,30,473
CRIM SEXUAL ASSAULT,57,82
CRIMINAL DAMAGE,NULL,70119
CRIMINAL DAMAGE,0,12
CRIMINAL DAMAGE,27,10619
CRIMINAL DAMAGE,54,4110
CRIMINAL SEXUAL ASSAULT,16,44
CRIMINAL SEXUAL ASSAULT,43,152
CRIMINAL SEXUAL ASSAULT,70,33
CRIMINAL TRESPASS,3,4163
CRIMINAL TRESPASS,30,1639
CRIMINAL TRESPASS,57,276
DECEPTIVE PRACTICE,8,24314
DECEPTIVE PRACTICE,35,2953
DECEPTIVE PRACTICE,62,1225
GAMBLING,22,51
GAMBLING,49,357
GAMBLING,76,1
HOMICIDE,8,113
HOMICIDE,35,87
HOMICIDE,62,30
HUMAN TRAFFICKING,13,1
HUMAN TRAFFICKING,40,3
HUMAN TRAFFICKING,67,5
INTERFERENCE WITH PUBLIC OFFICER,26,641
INTERFERENCE WITH PUBLIC OFFICER,53,387
INTIMIDATION,20,23
INTIMIDATION,47,4
INTIMIDATION,74,18
KIDNAPPING,24,88
KIDNAPPING,51,53
LIQUOR LAW VIOLATION,15,311
LIQUOR LAW VIOLATION,42,86
LIQUOR LAW VIOLATION,69,162
MOTOR VEHICLE THEFT,20,2989
MOTOR VEHICLE THEFT,47,378
MOTOR VEHICLE THEFT,74,258
NARCOTICS,NULL,66171
NARCOTICS,0,2
NARCOTICS,27,29240
NARCOTICS,54,2009
NON - CRIMINAL,43,1
NON - CRIMINAL,70,3
NON-CRIMINAL (SUBJECT SPECIFIED),60,1
OBSCENITY,3,11
OBSCENITY,30,10
OBSCENITY,57,5
OFFENSE INVOLVING CHILDREN,25,2818
OFFENSE INVOLVING CHILDREN,52,470
OTHER NARCOTIC VIOLATION,3,5
OTHER NARCOTIC VIOLATION,30,1
OTHER OFFENSE,24,8410
OTHER OFFENSE,51,3319
PROSTITUTION,9,7
PROSTITUTION,63,172
PUBLIC INDECENCY,40,1
PUBLIC INDECENCY,67,2
PUBLIC PEACE VIOLATION,21,377
PUBLIC PEACE VIOLATION,48,145
PUBLIC PEACE VIOLATION,75,253
RITUALISM,67,1
ROBBERY,10,309
ROBBERY,37,1171
ROBBERY,64,407
SEX OFFENSE,25,1234
SEX OFFENSE,52,147
STALKING,26,37
STALKING,53,61
THEFT,23,27498
THEFT,50,4607
THEFT,77,19113
WEAPONS VIOLATION,10,279
WEAPONS VIOLATION,37,392
WEAPONS VIOLATION,64,159
ARSON,44,187
ARSON,71,291
ASSAULT,15,6104
ASSAULT,42,7655
ASSAULT,69,12477
ASSAULT,123,3
ASSAULT,231,3
ASSAULT,312,6
ASSAULT,825,4
ASSAULT,933,4
ASSAULT,1014,2
ASSAULT,1122,5
ASSAULT,1824,2
ASSAULT,2013,2
BATTERY,NULL,111893
BATTERY,0,13
BATTERY,27,24934
BATTERY,54,8313
BATTERY,324,20
BATTERY,432,9
BATTERY,513,15
BATTERY,621,17
BATTERY,1134,28
BATTERY,1431,2
BATTERY,1512,14
BATTERY,2511,11
BURGLARY,1,5411
BURGLARY,28,6372
BURGLARY,55,1050
CONCEALED CARRY LICENSE VIOLATION,26,17
CONCEALED CARRY LICENSE VIOLATION,53,15
CRIM SEXUAL ASSAULT,4,216
CRIM SEXUAL ASSAULT,31,219
CRIM SEXUAL ASSAULT,58,265
CRIMINAL DAMAGE,1,12584
CRIMINAL DAMAGE,28,18792
CRIMINAL DAMAGE,55,2368
CRIMINAL SEXUAL ASSAULT,17,18
CRIMINAL SEXUAL ASSAULT,44,67
CRIMINAL SEXUAL ASSAULT,71,96
CRIMINAL TRESPASS,4,1544
CRIMINAL TRESPASS,31,1501
CRIMINAL TRESPASS,58,924
DECEPTIVE PRACTICE,9,710
DECEPTIVE PRACTICE,36,621
DECEPTIVE PRACTICE,63,1804
GAMBLING,23,926
GAMBLING,50,27
GAMBLING,77,52
HOMICIDE,9,2
HOMICIDE,36,26
HOMICIDE,63,151
HUMAN TRAFFICKING,14,1
HUMAN TRAFFICKING,41,2
HUMAN TRAFFICKING,68,1
INTERFERENCE WITH PUBLIC OFFICER,NULL,501
INTERFERENCE WITH PUBLIC OFFICER,27,486
INTERFERENCE WITH PUBLIC OFFICER,54,95
INTIMIDATION,21,27
INTIMIDATION,48,22
INTIMIDATION,75,42
KIDNAPPING,25,326
KIDNAPPING,52,74
LIQUOR LAW VIOLATION,16,244
LIQUOR LAW VIOLATION,43,131
LIQUOR LAW VIOLATION,70,60
MOTOR VEHICLE THEFT,21,4360
MOTOR VEHICLE THEFT,48,2114
MOTOR VEHICLE THEFT,75,1859
NARCOTICS,1,9826
NARCOTICS,28,12568
NARCOTICS,55,793
NON-CRIMINAL,19,9
NON-CRIMINAL,73,1
NON-CRIMINAL (SUBJECT SPECIFIED),61,1
OBSCENITY,4,7
OBSCENITY,31,9
OBSCENITY,58,15
OFFENSE INVOLVING CHILDREN,26,638
OFFENSE INVOLVING CHILDREN,53,1086
OTHER NARCOTIC VIOLATION,4,4
OTHER NARCOTIC VIOLATION,31,1
OTHER OFFENSE,25,26082
OTHER OFFENSE,52,2574
PROSTITUTION,10,37
PROSTITUTION,37,35
PROSTITUTION,64,11
PUBLIC INDECENCY,14,2
PUBLIC INDECENCY,41,2
PUBLIC INDECENCY,68,2
PUBLIC PEACE VIOLATION,22,1328
PUBLIC PEACE VIOLATION,49,890
PUBLIC PEACE VIOLATION,76,398
RITUALISM,68,1
ROBBERY,11,548
ROBBERY,38,4091
ROBBERY,65,1632
SEX OFFENSE,26,253
SEX OFFENSE,53,353
STALKING,NULL,253
STALKING,27,75
STALKING,54,23
THEFT,24,64838
THEFT,51,8238
WEAPONS VIOLATION,11,479
WEAPONS VIOLATION,38,1119
WEAPONS VIOLATION,65,317
ARSON,45,50
ARSON,72,27
ASSAULT,16,4471
ASSAULT,43,15852
ASSAULT,70,3876
ASSAULT,124,3
ASSAULT,232,1
ASSAULT,313,4
ASSAULT,421,6
ASSAULT,934,3
ASSAULT,1123,2
ASSAULT,1231,1
ASSAULT,1933,2
BATTERY,1,19933
BATTERY,28,27514
BATTERY,55,2618
BATTERY,433,14
BATTERY,622,7
BATTERY,811,5
BATTERY,1135,15
BATTERY,1432,2
BATTERY,1513,20
BATTERY,1621,6
BATTERY,2431,5
BATTERY,2512,13
BURGLARY,2,6476
BURGLARY,29,7390
BURGLARY,56,3583
CONCEALED CARRY LICENSE VIOLATION,27,15
CONCEALED CARRY LICENSE VIOLATION,54,2
CRIM SEXUAL ASSAULT,5,145
CRIM SEXUAL ASSAULT,32,330
CRIM SEXUAL ASSAULT,59,69
CRIMINAL DAMAGE,2,13234
CRIMINAL DAMAGE,29,18592
CRIMINAL DAMAGE,56,8793
CRIMINAL SEXUAL ASSAULT,18,12
CRIMINAL SEXUAL ASSAULT,45,17
CRIMINAL SEXUAL ASSAULT,72,7
CRIMINAL TRESPASS,5,2002
CRIMINAL TRESPASS,32,7460
CRIMINAL TRESPASS,59,477
DECEPTIVE PRACTICE,10,2494
DECEPTIVE PRACTICE,37,1223
DECEPTIVE PRACTICE,64,1545
GAMBLING,24,114
GAMBLING,51,62
HOMICIDE,10,9
HOMICIDE,37,44
HOMICIDE,64,19
HUMAN TRAFFICKING,15,2
HUMAN TRAFFICKING,42,1
HUMAN TRAFFICKING,69,4
INTERFERENCE WITH PUBLIC OFFICER,1,298
INTERFERENCE WITH PUBLIC OFFICER,28,288
INTERFERENCE WITH PUBLIC OFFICER,55,21
INTIMIDATION,22,89
INTIMIDATION,49,101
INTIMIDATION,76,14
KIDNAPPING,26,82
KIDNAPPING,53,140
LIQUOR LAW VIOLATION,17,160
LIQUOR LAW VIOLATION,44,101
LIQUOR LAW VIOLATION,71,213
MOTOR VEHICLE THEFT,22,10076
MOTOR VEHICLE THEFT,49,6482
MOTOR VEHICLE THEFT,76,1417
NARCOTICS,2,4479
NARCOTICS,29,44244
NARCOTICS,56,3235
NON-CRIMINAL,20,2
OBSCENITY,5,12
OBSCENITY,32,12
OBSCENITY,59,3
OFFENSE INVOLVING CHILDREN,NULL,2484
OFFENSE INVOLVING CHILDREN,27,684
OFFENSE INVOLVING CHILDREN,54,320
OTHER NARCOTIC VIOLATION,32,14
OTHER OFFENSE,26,5449
OTHER OFFENSE,53,7827
PROSTITUTION,11,10
PROSTITUTION,38,2061
PROSTITUTION,65,20
PUBLIC INDECENCY,15,2
PUBLIC INDECENCY,42,1
PUBLIC INDECENCY,69,4
PUBLIC PEACE VIOLATION,23,1312
PUBLIC PEACE VIOLATION,50,132
PUBLIC PEACE VIOLATION,77,453
RITUALISM,69,1
ROBBERY,12,183
ROBBERY,39,1535
ROBBERY,66,8006
SEX OFFENSE,NULL,2392
SEX OFFENSE,27,284
SEX OFFENSE,54,132
STALKING,1,69
STALKING,28,120
STALKING,55,24
THEFT,25,56793
THEFT,52,4447
WEAPONS VIOLATION,12,361
WEAPONS VIOLATION,39,277
WEAPONS VIOLATION,66,2567
ARSON,46,220
ARSON,73,110
ASSAULT,17,3110
ASSAULT,44,10080
ASSAULT,71,13654
ASSAULT,233,3
ASSAULT,314,3
ASSAULT,422,3
ASSAULT,611,3
ASSAULT,935,2
ASSAULT,1124,2
ASSAULT,1934,2
BATTERY,2,17080
BATTERY,29,42159
BATTERY,56,7040
BATTERY,434,12
BATTERY,623,11
BATTERY,731,16
BATTERY,812,4
BATTERY,1433,3
BATTERY,1622,6
BATTERY,1811,4
BATTERY,2432,12
BATTERY,2513,4
BURGLARY,3,4045
BURGLARY,30,4948
BURGLARY,57,1941
CONCEALED CARRY LICENSE VIOLATION,28,18
CONCEALED CARRY LICENSE VIOLATION,55,2
CRIM SEXUAL ASSAULT,6,595
CRIM SEXUAL ASSAULT,33,118
CRIM SEXUAL ASSAULT,60,142
CRIMINAL DAMAGE,3,9567
CRIMINAL DAMAGE,30,13227
CRIMINAL DAMAGE,57,3926
CRIMINAL SEXUAL ASSAULT,19,64
CRIMINAL SEXUAL ASSAULT,46,65
CRIMINAL SEXUAL ASSAULT,73,48
CRIMINAL TRESPASS,6,4316
CRIMINAL TRESPASS,33,7291
CRIMINAL TRESPASS,60,1065
DECEPTIVE PRACTICE,11,2085
DECEPTIVE PRACTICE,38,3043
DECEPTIVE PRACTICE,65,2228
GAMBLING,25,2412
GAMBLING,52,7
HOMICIDE,11,15
HOMICIDE,38,180
HOMICIDE,65,36
HUMAN TRAFFICKING,43,1
INTERFERENCE WITH PUBLIC OFFICER,2,146
INTERFERENCE WITH PUBLIC OFFICER,29,637
INTERFERENCE WITH PUBLIC OFFICER,56,75
INTIMIDATION,23,82
INTIMIDATION,50,58
INTIMIDATION,77,35
KIDNAPPING,NULL,1156
KIDNAPPING,27,77
KIDNAPPING,54,27
LIQUOR LAW VIOLATION,18,29
LIQUOR LAW VIOLATION,45,13
LIQUOR LAW VIOLATION,72,69
MOTOR VEHICLE THEFT,23,8864
MOTOR VEHICLE THEFT,50,1055
MOTOR VEHICLE THEFT,77,2231
NARCOTICS,3,10897
NARCOTICS,30,9067
NARCOTICS,57,811
NON-CRIMINAL,75,2
OBSCENITY,6,14
OBSCENITY,33,8
OBSCENITY,60,8
OFFENSE INVOLVING CHILDREN,1,729
OFFENSE INVOLVING CHILDREN,28,977
OFFENSE INVOLVING CHILDREN,55,185
OTHER NARCOTIC VIOLATION,6,15
OTHER NARCOTIC VIOLATION,33,2
OTHER OFFENSE,NULL,39248
OTHER OFFENSE,0,11
OTHER OFFENSE,27,6272
OTHER OFFENSE,54,2014
PROSTITUTION,12,8
PROSTITUTION,39,10
PROSTITUTION,66,561
PUBLIC INDECENCY,16,1
PUBLIC INDECENCY,43,3
PUBLIC PEACE VIOLATION,24,972
PUBLIC PEACE VIOLATION,51,258
RITUALISM,1123,1
ROBBERY,13,493
ROBBERY,40,3418
ROBBERY,67,7773
SEX OFFENSE,1,575
SEX OFFENSE,28,640
SEX OFFENSE,55,55
STALKING,2,58
STALKING,29,95
STALKING,56,35
THEFT,26,13823
THEFT,53,14029
WEAPONS VIOLATION,13,91
WEAPONS VIOLATION,40,1059
WEAPONS VIOLATION,67,4602
ARSON,47,27
ARSON,74,15
ASSAULT,18,1362
ASSAULT,45,2247
ASSAULT,72,1254
ASSAULT,234,4
ASSAULT,423,5
ASSAULT,531,3
ASSAULT,612,1
ASSAULT,1422,2
ASSAULT,2232,3
BATTERY,3,19530
BATTERY,30,22468
BATTERY,57,2905
BATTERY,111,16
BATTERY,624,16
BATTERY,732,12
BATTERY,813,9
BATTERY,921,8
BATTERY,1434,2
BATTERY,1623,12
BATTERY,1731,2
BATTERY,1812,2
BATTERY,2433,5
BATTERY,2514,11
BURGLARY,4,3537
BURGLARY,31,3116
BURGLARY,58,4684
CONCEALED CARRY LICENSE VIOLATION,2,4
CONCEALED CARRY LICENSE VIOLATION,29,45
CONCEALED CARRY LICENSE VIOLATION,56,111
CRIM SEXUAL ASSAULT,7,314
CRIM SEXUAL ASSAULT,34,44
CRIM SEXUAL ASSAULT,61,554
CRIMINAL DAMAGE,4,7464
CRIMINAL DAMAGE,31,9009
CRIMINAL DAMAGE,58,9258
CRIMINAL SEXUAL ASSAULT,20,25
CRIMINAL SEXUAL ASSAULT,47,5
CRIMINAL SEXUAL ASSAULT,74,3
CRIMINAL TRESPASS,7,3405
CRIMINAL TRESPASS,34,1080
CRIMINAL TRESPASS,61,2676
DECEPTIVE PRACTICE,12,1244
DECEPTIVE PRACTICE,39,1892
DECEPTIVE PRACTICE,66,5038
GAMBLING,26,452
GAMBLING,53,177
HOMICIDE,12,4
HOMICIDE,39,36
HOMICIDE,66,332
HUMAN TRAFFICKING,44,1
HUMAN TRAFFICKING,71,6
INTERFERENCE WITH PUBLIC OFFICER,3,186
INTERFERENCE WITH PUBLIC OFFICER,30,244
INTERFERENCE WITH PUBLIC OFFICER,57,19
INTIMIDATION,24,103
INTIMIDATION,51,34
KIDNAPPING,1,73
KIDNAPPING,28,66
KIDNAPPING,55,18
LIQUOR LAW VIOLATION,19,339
LIQUOR LAW VIOLATION,46,190
LIQUOR LAW VIOLATION,73,38
MOTOR VEHICLE THEFT,24,9832
MOTOR VEHICLE THEFT,51,1610
NARCOTICS,4,2754
NARCOTICS,31,3987
NARCOTICS,58,4454
NON-CRIMINAL,22,3
NON-CRIMINAL,76,20
NON-CRIMINAL (SUBJECT SPECIFIED),37,1
OBSCENITY,7,9
OBSCENITY,34,2
OBSCENITY,61,14
OFFENSE INVOLVING CHILDREN,2,747
OFFENSE INVOLVING CHILDREN,29,1254
OFFENSE INVOLVING CHILDREN,56,383
OTHER NARCOTIC VIOLATION,7,3
OTHER NARCOTIC VIOLATION,61,1
OTHER OFFENSE,1,7264
OTHER OFFENSE,28,10036
OTHER OFFENSE,55,1284
PROSTITUTION,13,48
PROSTITUTION,40,1280
PROSTITUTION,67,2166
PUBLIC INDECENCY,17,1
PUBLIC INDECENCY,44,7
PUBLIC INDECENCY,71,3
PUBLIC PEACE VIOLATION,25,2738
PUBLIC PEACE VIOLATION,52,269
RITUALISM,44,1
RITUALISM,71,1
ROBBERY,14,2354
ROBBERY,41,2379
ROBBERY,68,7858
SEX OFFENSE,2,483
SEX OFFENSE,29,571
SEX OFFENSE,56,204
STALKING,3,44
STALKING,30,64
STALKING,57,9
THEFT,NULL,119305
THEFT,0,18
THEFT,27,15214
THEFT,54,2979
WEAPONS VIOLATION,14,659
WEAPONS VIOLATION,41,179
WEAPONS VIOLATION,68,3882
ARSON,48,39
ARSON,75,69
ASSAULT,19,8033
ASSAULT,46,9708
ASSAULT,73,5158
ASSAULT,235,2
ASSAULT,424,3
ASSAULT,532,4
ASSAULT,613,3
ASSAULT,1234,1
ASSAULT,2233,1
ASSAULT,2422,5
BATTERY,4,12646
BATTERY,31,11187
BATTERY,58,11585
BATTERY,112,17
BATTERY,733,12
BATTERY,814,2
BATTERY,922,9
BATTERY,1111,22
BATTERY,1624,6
BATTERY,1651,4
BATTERY,1732,3
BATTERY,1813,3
BATTERY,1921,5
BATTERY,2515,15
BURGLARY,5,3941
BURGLARY,32,2352
BURGLARY,59,1911
CONCEALED CARRY LICENSE VIOLATION,3,5
CONCEALED CARRY LICENSE VIOLATION,30,17
CONCEALED CARRY LICENSE VIOLATION,57,1
CRIM SEXUAL ASSAULT,8,801
CRIM SEXUAL ASSAULT,35,253
CRIM SEXUAL ASSAULT,62,80
CRIMINAL DAMAGE,5,5861
CRIMINAL DAMAGE,32,7697
CRIMINAL DAMAGE,59,4481
CRIMINAL SEXUAL ASSAULT,21,31
CRIMINAL SEXUAL ASSAULT,48,29
CRIMINAL SEXUAL ASSAULT,75,17
CRIMINAL TRESPASS,8,13621
CRIMINAL TRESPASS,35,5814
CRIMINAL TRESPASS,62,500
DECEPTIVE PRACTICE,13,1364
DECEPTIVE PRACTICE,40,1623
DECEPTIVE PRACTICE,67,4282
GAMBLING,NULL,1107
GAMBLING,27,495
GAMBLING,54,44
HOMICIDE,13,13
HOMICIDE,40,176
HOMICIDE,67,472
HUMAN TRAFFICKING,18,1
INTERFERENCE WITH PUBLIC OFFICER,4,60
INTERFERENCE WITH PUBLIC OFFICER,31,108
INTERFERENCE WITH PUBLIC OFFICER,58,142
INTIMIDATION,25,170
INTIMIDATION,52,28
KIDNAPPING,2,98
KIDNAPPING,29,104
KIDNAPPING,56,41
LIQUOR LAW VIOLATION,20,126
LIQUOR LAW VIOLATION,47,8
LIQUOR LAW VIOLATION,74,79
MOTOR VEHICLE THEFT,25,17542
MOTOR VEHICLE THEFT,52,1088
NARCOTICS,5,1829
NARCOTICS,32,3576
NARCOTICS,59,1722
NON-CRIMINAL,23,1
NON-CRIMINAL,50,2
NON-CRIMINAL,77,2
NON-CRIMINAL (SUBJECT SPECIFIED),65,1
OBSCENITY,8,27
OBSCENITY,35,4
OBSCENITY,62,7
OFFENSE INVOLVING CHILDREN,3,665
OFFENSE INVOLVING CHILDREN,30,1224
OFFENSE INVOLVING CHILDREN,57,191
OTHER NARCOTIC VIOLATION,8,10
OTHER OFFENSE,2,6628
OTHER OFFENSE,29,10779
OTHER OFFENSE,56,3497
PROSTITUTION,14,576
PROSTITUTION,41,4
PROSTITUTION,68,2032
PUBLIC INDECENCY,45,1
PUBLIC PEACE VIOLATION,26,668
PUBLIC PEACE VIOLATION,53,592
ROBBERY,15,2081
ROBBERY,42,4687
ROBBERY,69,8567
SEX OFFENSE,3,775
SEX OFFENSE,30,647
SEX OFFENSE,57,124
STALKING,4,40
STALKING,31,45
STALKING,58,38
THEFT,1,24386
THEFT,28,65164
THEFT,55,2861
WEAPONS VIOLATION,15,749
WEAPONS VIOLATION,42,1668
WEAPONS VIOLATION,69,3083
ARSON,49,346
ARSON,76,13
ASSAULT,20,3022
ASSAULT,47,783
ASSAULT,74,975
ASSAULT,614,5
ASSAULT,722,8
ASSAULT,1235,1
ASSAULT,1424,2
ASSAULT,1532,2
ASSAULT,1613,1
ASSAULT,2531,2
BATTERY,5,8297
BATTERY,32,14173
BATTERY,59,4058
BATTERY,113,17
BATTERY,221,14
BATTERY,734,16
BATTERY,815,8
BATTERY,923,8
BATTERY,1031,10
BATTERY,1112,37
BATTERY,1652,5
BATTERY,1733,3
BATTERY,1814,3
BATTERY,1922,1
BURGLARY,6,10101
BURGLARY,33,1360
BURGLARY,60,3444
CONCEALED CARRY LICENSE VIOLATION,4,2
CONCEALED CARRY LICENSE VIOLATION,31,7
CONCEALED CARRY LICENSE VIOLATION,58,1
CRIM SEXUAL ASSAULT,9,35
CRIM SEXUAL ASSAULT,36,63
CRIM SEXUAL ASSAULT,63,264
CRIMINAL DAMAGE,6,14165
CRIMINAL DAMAGE,33,3914
CRIMINAL DAMAGE,60,7621
CRIMINAL SEXUAL ASSAULT,22,71
CRIMINAL SEXUAL ASSAULT,49,92
CRIMINAL SEXUAL ASSAULT,76,13
CRIMINAL TRESPASS,9,407
CRIMINAL TRESPASS,36,567
CRIMINAL TRESPASS,63,968
DECEPTIVE PRACTICE,14,2476
DECEPTIVE PRACTICE,41,4488
DECEPTIVE PRACTICE,68,3889
GAMBLING,1,157
GAMBLING,28,219
GAMBLING,55,11
HOMICIDE,14,73
HOMICIDE,41,26
HOMICIDE,68,495
HUMAN TRAFFICKING,46,2
HUMAN TRAFFICKING,73,1
INTERFERENCE WITH PUBLIC OFFICER,5,60
INTERFERENCE WITH PUBLIC OFFICER,32,195
INTERFERENCE WITH PUBLIC OFFICER,59,45
INTIMIDATION,26,39
INTIMIDATION,53,73
KIDNAPPING,3,56
KIDNAPPING,30,100
KIDNAPPING,57,40
LIQUOR LAW VIOLATION,21,179
LIQUOR LAW VIOLATION,48,60
LIQUOR LAW VIOLATION,75,57
MOTOR VEHICLE THEFT,26,4323
MOTOR VEHICLE THEFT,53,4121
NARCOTICS,6,4237
NARCOTICS,33,3333
NARCOTICS,60,1803
NON - CRIMINAL,22,1
NON - CRIMINAL,49,1
NON - CRIMINAL,76,1
NON-CRIMINAL,24,4
NON-CRIMINAL,51,2
OBSCENITY,9,4
OBSCENITY,36,3
OBSCENITY,63,10
OFFENSE INVOLVING CHILDREN,4,396
OFFENSE INVOLVING CHILDREN,31,517
OFFENSE INVOLVING CHILDREN,58,712
OTHER OFFENSE,3,6133
OTHER OFFENSE,30,8833
OTHER OFFENSE,57,1246
PROSTITUTION,15,366
PROSTITUTION,42,634
PROSTITUTION,69,481
PUBLIC INDECENCY,19,4
PUBLIC INDECENCY,73,1
PUBLIC PEACE VIOLATION,NULL,2882
